package,version
net-tools,2.10-0.1ubuntu4.4
networkd-dispatcher,2.2.4-1
network-manager,1.46.0-1ubuntu2.7
network-manager-config-connectivity-ubuntu,1.46.0-1ubuntu2.7
network-manager-gnome,1.34.0+mint3
network-manager-openvpn,1.10.2-4ubuntu0.2
network-manager-openvpn-gnome,1.10.2-4ubuntu0.2
network-manager-pptp,1.2.12-3build2
network-manager-pptp-gnome,1.2.12-3build2
nftables,1.0.9-1ubuntu0.1
ninja-build,1.11.1-2
nm-tray,0.5.0-0ubuntu4
ntfs-3g,1:2022.10.3-1.2ubuntu3.2
nvtop,3.0.2-1
obs-studio,32.1.2-0obsproject1~noble
ocl-icd-libopencl1,2.3.2-1build1
ocl-icd-libopencl1,2.3.2-1build1
odt2txt,0.5-7build1
onboard,1.4.1+mint4+wilma
onboard-common,1.4.1+mint4+wilma
openjdk-25-jdk,25.0.3+9-2~24.04.2
openprinting-ppds,20230202-1
openssh-client,1:9.6p1-3ubuntu13.18
openssl,3.0.13-0ubuntu3.11
openvpn,2.6.19-0ubuntu0.24.04.3
open-whispr,1.7.0
orca,46.1-1ubuntu1
p11-kit,0.25.3-4ubuntu2.1
p11-kit-modules,0.25.3-4ubuntu2.1
packagekit,1.2.8+mint3+wilma
packagekit-tools,1.2.8+mint3+wilma
packages-microsoft-prod,1.1-debian12
pamixer,1.6-1
pandoc,3.1.3+ds-2
pandora-launcher,5.2.2
papirus-icon-theme,20240201-1
parted,3.6-4build1
passwd,1:4.13+dfsg1-4ubuntu3.2
patch,2.7.6-7build3
patchutils,0.4.2-1build3
pavucontrol,5.0-2build3
pci.ids,0.0~2024.03.31-1ubuntu0.1
pciutils,1:3.10.0-2build1
pcmciautils,018-14build1
perl,5.38.2-3.2ubuntu0.3
perl-base,5.38.2-3.2ubuntu0.3
perl-modules-5.38,5.38.2-3.2ubuntu0.3
perl-openssl-defaults,7build3
pinentry-curses,1.2.1-3ubuntu5
pinentry-gnome3,1.2.1-3ubuntu5
piper,0.7-1
pipewire,1.2.4-1ppa1
pipewire-bin,1.2.4-1ppa1
pipewire-pulse,1.2.4-1ppa1
pipx,1.4.3-1
pix-data,3.4.10+zena
pkexec,124-2ubuntu1.24.04.3
pkgconf,1.8.1-2build1
pkgconf-bin,1.8.1-2build1
pkg-config,1.8.1-2build1
playerctl,2.4.1-2build2
plocate,1.1.19-2ubuntu2
plymouth,24.004.60-1ubuntu7.2
plymouth-label,24.004.60-1ubuntu7.2
plymouth-theme-spinner,24.004.60-1ubuntu7.2
plymouth-theme-ubuntu-text,24.004.60-1ubuntu7.2
pm-utils,1.4.1-21
policykit-1,124-2ubuntu1.24.04.3
policykit-1-gnome,0.105-7ubuntu5
policykit-desktop-privileges,0.22
polkitd,124-2ubuntu1.24.04.3
poppler-data,0.4.12-1
poppler-utils,24.02.0-1ubuntu9.9
powermgmt-base,1.37ubuntu0.1
power-profiles-daemon,0.21-1ubuntu1
ppp,2.4.9-1+1.1ubuntu4
pptp-linux,1.10.0-1build4
printer-driver-brlaser,6-3build2
printer-driver-c2esp,27-11ubuntu7
printer-driver-foo2zjs,20200505dfsg0-2ubuntu6
printer-driver-foo2zjs-common,20200505dfsg0-2ubuntu6
printer-driver-gutenprint,5.3.4.20220624T01008808d602-1build4
printer-driver-hpcups,3.23.12+dfsg0-0ubuntu5.1
printer-driver-m2300w,0.51-15build2
printer-driver-min12xxw,0.0.9-11build3
printer-driver-pnm2ppa,1.13+nondbs-0ubuntu10
printer-driver-postscript-hp,3.23.12+dfsg0-0ubuntu5.1
printer-driver-ptouch,1.7-1build2
printer-driver-pxljr,1.4+repack0-6build2
printer-driver-sag-gdi,0.1-8
printer-driver-splix,2.0.0+svn315-7fakesync1ubuntu1
procps,2:4.0.4-4ubuntu3.2
proguard-cli,6.2.2-3
psmisc,23.7-1build1
publicsuffix,20231001.0357-0.1
pulseaudio-utils,1:16.1+dfsg1-2ubuntu10.1
python3.12,3.12.3-1ubuntu0.15
python3.12-minimal,3.12.3-1ubuntu0.15
python3,3.12.3-0ubuntu2.1
python3-apport,2.28.2-0ubuntu0.1
python3-apt,2.7.7ubuntu5.2
python3-aptdaemon,1.1.1+bzr982-0ubuntu44mint1
python3-aptdaemon.gtk3widgets,1.1.1+bzr982-0ubuntu44mint1
python3-babel,2.10.3-3build1
python3-blinker,1.7.0-1
python3-bpfcc,0.29.1+ds-1ubuntu7
python3-brlapi,6.6-4ubuntu5
python3-brotli,1.1.0-2build2
python3-bs4,4.12.3-1
python3-cairo,1.25.1-2build2
python3-certifi,2023.11.17-1
python3-cffi-backend,1.16.0-2build1
python3-chardet,5.2.0+dfsg-1
python3-click,8.1.6-2
python3-colorama,0.4.6-4
python3-commandnotfound,23.04.0
python3-configobj,5.0.8-3
python3-cryptography,41.0.7-4ubuntu0.4
python3-cups,2.0.1-5build6
python3-cupshelpers,1.5.18-1ubuntu9
python3-dbus,1.3.2-5build3
python3-debian,0.1.49ubuntu2
python3-defer,1.0.6-2.1ubuntu1
python3-deprecation,2.1.0-3
python3-distro,1.9.0-1
python3-eyed3,0.9.7-1
python3-filelock,3.13.1-1
python3-filetype,1.2.0-1
python3-gdbm,3.12.3-0ubuntu1
python3-gi,3.48.2-1
python3-gi-cairo,3.48.2-1
python3-gnupg,0.5.2-1
python3-httplib2,0.20.4-3ubuntu0.1
python3-ibus-1.0,1.5.29-2
python3-icu,2.12-1build2
python3-idna,3.6-2ubuntu0.2
python3-ifaddr,0.2.0-1
python3-imdbpy,2021.04.18-3
python3-jwt,2.7.0-1ubuntu0.1
python3-launchpadlib,1.11.0-6
python3-lazr.restfulclient,0.14.6-1
python3-lazr.uri,1.0.6-3
python3-ldb,2:2.8.0+samba4.19.5+dfsg-4ubuntu9.6
python3-libevdev,0.5-3
python3-louis,3.29.0-1build1
python3-lxml,5.2.1-1
python3-magic,2:0.4.27-3
python3-mako,1.3.2-1ubuntu0.1
python3-markdown,3.5.2-1
python3-markdown-it,3.0.0-2
python3-markupsafe,2.1.5-1build2
python3-mdurl,0.1.2-1
python3-minimal,3.12.3-0ubuntu2.1
python3-mutagen,1.46.0-2
python3-nacl,1.5.0-4build1
python3-netaddr,0.8.0-2ubuntu1
python3-netifaces,0.11.0-2build3
python3-netplan,1.1.2-8ubuntu1~24.04.2
python3-oauthlib,3.2.2-1
python3-packaging,24.0-1
python3-pam,0.4.2-18build2
python3-parted,3.12.0-6build3
python3-pexpect,4.9-2
python3-pil,10.2.0-1ubuntu1.2
python3-pip,24.0+dfsg-1ubuntu1.3
python3-pkg-resources,68.1.2-2ubuntu1.2
python3-png,0.20231004.0-2
python3-polib,1.1.1-1
python3-problem-report,2.28.2-0ubuntu0.1
python3-psutil,5.9.8-2build2
python3-ptyprocess,0.7.0-5
python3-pyasyncore,1.0.2-2
python3-pyatspi,2.46.1-1
python3-pycryptodome,3.20.0+dfsg-1
python3-pycurl,7.45.3-1build2
python3-pyelftools,0.30-1
python3-pygments,2.17.2+dfsg-1
python3-pyinotify,0.9.6-2ubuntu1
python3-pyparsing,3.1.1-1
python3-pyquery,1.4.3-1
python3-pyudev,0.24.0-1
python3-qrcode,7.4.2-4
python3-repolib,2.2.1+mint1
python3-requests,2.31.0+dfsg-1ubuntu1.1
python3-requests-file,1.5.1-2
python3-rich,13.7.1-1
python3-samba,2:4.19.5+dfsg-4ubuntu9.6
python3-setproctitle,1.3.3-1build2
python3-six,1.16.0-4
python3-soupsieve,2.5-1
python3-speechd,0.12.0~rc2-2build3
python3-systemd,235-1build4
python3-talloc,2.4.2-1build2
python3-tdb,1.4.10-1build1
python3-tinycss2,1.2.1-2
python3-tldextract,3.1.2-2
python3-typing-extensions,4.10.0-1
python3-tz,2024.1-2
python3-unidecode,1.3.8-1
python3-uno,4:24.2.7-0ubuntu0.24.04.6
python3-urllib3,2.0.7-1ubuntu0.7
python3-venv,3.12.3-0ubuntu2.1
python3-wadllib,1.3.6-5
python3-webencodings,0.5.1-5
python3-websockets,10.4-1
python3-xapp,3.0.2
python3-xdg,0.28-2
python3-xkit,0.5.0ubuntu6
python3-xlib,0.33-2
python3-xlrd,2.0.1-2
python3-yaml,6.0.1-2build2
python-apt-common,2.7.7ubuntu5.2
python-babel-localedata,2.10.3-3build1
python-is-python3,3.11.4-1
python-nemo,6.6.0+zena
python-tinycss2-common,1.2.1-2
qalculate-gtk,4.9.0-1build3
qt5ct,1.5-1build11
qt5-gtk2-platformtheme,5.0.0+git23.g335dbec-6build5
qt5-gtk-platformtheme,5.15.13+dfsg-1ubuntu1
qt5-style-kvantum,1.0.10-1build3
qt5-style-plugin-cleanlooks,5.0.0+git23.g335dbec-6build5
qt5-style-plugin-motif,5.0.0+git23.g335dbec-6build5
qt5-style-plugin-plastique,5.0.0+git23.g335dbec-6build5
qt5-style-plugins,5.0.0+git23.g335dbec-6build5
qt6ct,0.9-2build2
qt6-wayland,6.4.2-5build3
qttranslations5-l10n,5.15.13-1
r2modman,3.2.15
rdate,1:1.11-3ubuntu2
readline-common,8.2-4build1
reiserfsprogs,1:3.6.27-7.1build1
rename,2.02-1
rfkill,2.39.3-9ubuntu6.5
rhythmbox,3.4.7-2ubuntu6
rhythmbox-data,3.4.7-2ubuntu6
rhythmbox-plugins,3.4.7-2ubuntu6
rhythmbox-plugin-tray-icon,2020.05.21
ripgrep,14.1.0-1
rpcsvc-proto,1.4.2-0ubuntu7
rsync,3.2.7-1ubuntu1.5
rsyslog,8.2312.0-3ubuntu9.2
rtkit,0.13-5build1
samba-common,2:4.19.5+dfsg-4ubuntu9.6
samba-common-bin,2:4.19.5+dfsg-4ubuntu9.6
samba-libs,2:4.19.5+dfsg-4ubuntu9.6
sane-airscan,0.99.29-0ubuntu4
sane-utils,1.2.1-7build4
sbsigntool,0.9.4-3.1ubuntu7
scdoc,1.11.2-1
scons,4.5.2+dfsg-1
scrcpy,1.25-1ubuntu1
sddm,0.20.0-2ubuntu4.2
sddm-theme-breeze,4:5.27.12-0ubuntu0.1
seahorse,43.0-3build2
seatd,0.8.0-1
secureboot-db,1.9build1
sed,4.9-2ubuntu0.24.04.1
sensible-utils,0.0.22
session-migration,0.3.9build1
sgml-base,1.31
sgml-data,2.0.11+nmu1
shared-mime-info,2.4-4
slick-greeter,2.2.6+zena
slurp,1.5.0-1
smbclient,2:4.19.5+dfsg-4ubuntu9.6
software-properties-common,2.4.3
sound-theme-freedesktop,0.8-2ubuntu1
speech-dispatcher,0.12.0~rc2-2build3
speech-dispatcher-audio-plugins,0.12.0~rc2-2build3
speech-dispatcher-espeak-ng,0.12.0~rc2-2build3
squashfs-tools,1:4.6.1-1build1
ssl-cert,1.1.2ubuntu1
steam,1:1.0.0.87
steam-libs-amd64,1:1.0.0.87
steam-libs-i386,1:1.0.0.87
sticky,1.31
stow,2.3.1-1
strace,6.8-0ubuntu2
streamer,3.107-2build3
sudo,1.9.15p5-3ubuntu5.24.04.2
sunshine,2026.704.34109
sway-notification-center,0.9.0-1build2
switcheroo-control,2.6-2build2
synaptic,0.91.3build4
syslinux,3:6.04~git20190206.bf6db5b4+dfsg1-3ubuntu3
syslinux-common,3:6.04~git20190206.bf6db5b4+dfsg1-3ubuntu3
syslinux-utils,3:6.04~git20190206.bf6db5b4+dfsg1-3ubuntu3
system-config-printer,1.5.18-1ubuntu9
system-config-printer-common,1.5.18-1ubuntu9
system-config-printer-udev,1.5.18-1ubuntu9
systemd,255.4-1ubuntu8.16
systemd-coredump,255.4-1ubuntu8.16
systemd-dev,255.4-1ubuntu8.16
systemd-hwe-hwdb,255.1.7
systemd-resolved,255.4-1ubuntu8.16
systemd-sysv,255.4-1ubuntu8.16
systemd-timesyncd,255.4-1ubuntu8.16
system-tools-backends,2.10.2-3.1ubuntu4
sysvinit-utils,3.08-6ubuntu3
t1utils,1.41-4build3
tar,1.35+dfsg-3ubuntu0.3
tcl,8.6.14build1
tcl8.6,8.6.14+dfsg-1build1
tcpdump,4.99.4-3ubuntu4.24.04.1
telnet,0.17+2.5-3ubuntu4.2
thermald,2.5.6-2ubuntu0.24.04.5
thingy,1.2.4
thunderbird-locale-en,1:140.12.1esr+linuxmint1+zena
thunderbird-locale-en-us,1:140.12.1esr+linuxmint1+zena
time,1.9-0.2build1
timeshift,25.12.4+zena
tnftp,20230507-2build3
touchegg,2.0.16+victoria
tpm-udev,0.6ubuntu1
transmission-common,4.0.5-1build5mint1+wilma
transmission-gtk,4.0.5-1build5mint1+wilma
trash-cli,0.23.11.10-1
ttf-mscorefonts-installer,3.8.1ubuntu1
tzdata,2026b-0ubuntu0.24.04.1
tzdata-legacy,2026b-0ubuntu0.24.04.1
ubuntu-dbgsym-keyring,2023.11.28.1
ubuntu-drivers-common,1:0.9.7.6ubuntu3.7
ubuntu-kernel-accessories,1.539.2
ubuntu-keyring,2023.11.28.1
ubuntu-mono,24.04-0ubuntu1
ubuntu-system-adjustments,2025.12.16-zena
ucf,3.0043+nmu1
udev,255.4-1ubuntu8.16
udisks2,2.10.1-6ubuntu1.3
ueli,9.24.0
ufw,0.36.2-6
uno-libs-private,4:24.2.7-0ubuntu0.24.04.6
unrar,1:7.0.7-1build1
untex,1:1.2-7build1
unzip,6.0-28ubuntu4.1
update-inetd,4.53
upower,1.90.3-1
ure,4:24.2.7-0ubuntu0.24.04.6
usb.ids,2024.03.18-1
usb-modeswitch,2.6.1-3ubuntu3
usb-modeswitch-data,20191128-6
usbmuxd,1.1.1-5~exp3ubuntu2.1
usbutils,1:017-3build1
user-setup,1.95ubuntu1
util-linux,2.39.3-9ubuntu6.5
uuid-runtime,2.39.3-9ubuntu6.5
vainfo,2.23.0-1~24.04~ppa4
vim-common,2:9.1.0016-1ubuntu7.18
vim-tiny,2:9.1.0016-1ubuntu7.18
vlc,3.0.20-3build6
vulkan-tools,1.3.275.0+dfsg1-1
vulkan-validationlayers,1.3.275.0-1
wamerican,2020.12.07-2
warpinator,2.0.4+zena
waybar,0.14.0-1ppa1
wayland-protocols,1.49-1ppa2
wayland-utils,1.2.0-1build1
wbritish,2020.12.07-2
webapp-manager,1.4.6
webp-pixbuf-loader,0.2.4-2build2
wget,1.21.4-1ubuntu4.3
whiptail,0.52.24-2ubuntu2
winbind,2:4.19.5+dfsg-4ubuntu9.6
wine32,9.0~repack-4build3
wine64,9.0~repack-4build3
wine,9.0~repack-4build3
winetricks,20240105-2
wireless-regdb,2025.10.07-0ubuntu1~24.04.1
wireless-tools,30~pre9-16.1ubuntu2
wireplumber,0.4.17-1ubuntu4.1
wl-clipboard,2.2.1-1build1
wlogout,1.1.1-3build2
wmctrl,1.07-7ubuntu3
wpasupplicant,2:2.10-21ubuntu0.4
x11-apps,7.7+11build3
x11-common,1:7.7+23ubuntu3
x11-session-utils,7.7+6build2
x11-utils,7.7+6build2
x11-xkb-utils,7.7+8build2
x11-xserver-utils,7.7+10build2
xapp-appimage-thumbnailer,1.2.9
xapp-epub-thumbnailer,1.2.9
xapp-jxl-thumbnailer,1.2.9
xapp-mp3-thumbnailer,1.2.9
xapp-ora-thumbnailer,1.2.9
xapp-raw-thumbnailer,1.2.9
xapps-common,3.3.3
xapp-symbolic-icons,1.0.9
xapp-thumbnailers-common,1.2.9
xauth,1:1.1.2-1build1
xawtv-plugins,3.107-2build3
xbitmaps,1.1.1-2.2
xbrlapi,6.6-4ubuntu5
xclip,0.13-3
xcvt,0.1.2-1build1
xdg-dbus-proxy,0.1.5-1ubuntu0.2
xdg-desktop-portal,1.20.0+ds-2ubuntu1
xdg-desktop-portal-gtk,1.15.1-1build2
xdg-desktop-portal-hyprland,1.3.12-1ppa2
xdg-desktop-portal-wlr,0.7.1-1build2
xdg-desktop-portal-xapp,1.1.3+zena
xdg-user-dirs,0.18-1build1
xdg-user-dirs-gtk,0.11-1build2
xdg-utils,1.1.3-4.1ubuntu3
xdotool,1:3.20160805.1-5build1
xed,3.8.9+zena
xed-common,3.8.9+zena
xfonts-base,1:1.0.5+nmu1
xfonts-encodings,1:1.0.5-0ubuntu2
xfonts-scalable,1:1.0.3-1.3
xfonts-utils,1:7.7+6build3
xfsprogs,6.6.0-1ubuntu2.1
xinit,1.4.1-0ubuntu5
xinput,1.6.4-1build1
xkb-data,2.41-2ubuntu1.1
xml-core,0.19
xmlto,0.0.28-2.1
xorg,1:7.7+23ubuntu3
xorg-docs-core,1:1.7.1-1.2
xreader,4.6.5+wilma
xreader-common,4.6.5+wilma
xserver-common,2:21.1.12-1ubuntu1.6
xserver-xephyr,2:21.1.12-1ubuntu1.6
xserver-xorg,1:7.7+23ubuntu3
xserver-xorg-core,2:21.1.12-1ubuntu1.6
xserver-xorg-input-all,1:7.7+23ubuntu3
xserver-xorg-input-libinput,1.4.0-1ubuntu24.04.1
xserver-xorg-input-wacom,1:1.2.0-1ubuntu2
xserver-xorg-legacy,2:21.1.12-1ubuntu1.6
xserver-xorg-video-amdgpu,23.0.0-1ubuntu0.24.04.1
xserver-xorg-video-ati,1:22.0.0-1build1
xserver-xorg-video-fbdev,1:0.5.0-2build2
xserver-xorg-video-intel,2:2.99.917+git20210115-1build1
xserver-xorg-video-qxl,0.1.6-1build1
xserver-xorg-video-radeon,1:22.0.0-1build1
xserver-xorg-video-vesa,1:2.6.0-1ubuntu0.1
xserver-xorg-video-vmware,1:13.4.0-1build1
xterm,390-1ubuntu3
xvfb,2:21.1.12-1ubuntu1.6
xviewer,3.4.16+zena
xviewer-plugins,3.4.3+zena
xwayland,2:24.1.6-1ubuntu0.1~kisak~n
xxd,2:9.1.0016-1ubuntu7.18
xz-utils,5.6.1+really5.4.5-1ubuntu0.3
yad,0.40.0-1build3
yaru-theme-icon,24.04.2-0ubuntu1
ydotool,0.1.8-3build1
ydotoold,0.1.8-3build1
yelp,42.2-1ubuntu0.24.04.1
yelp-xsl,42.1-2ubuntu0.24.04.1
yq,3.1.0-3
yt-dlp,2024.04.09-1
zenity,3.44.2-1+wilma
zenity-common,3.44.2-1+wilma
zfsutils-linux,2.2.2-0ubuntu9.4
zfs-zed,2.2.2-0ubuntu9.4
zip,3.0-13ubuntu0.2
zlib1g,1:1.3.dfsg-3.1ubuntu2.1
zlib1g,1:1.3.dfsg-3.1ubuntu2.1
zoxide,0.9.3-1
zstd,1.5.5+dfsg2-2build1.1
